id,title,directors,genres_list,prod_companies,vote_average
265349,Charlie's Country,Rolf de Heer,Drama,Vertigo Productions,7.4
253235,And So It Goes,Rob Reiner,"Comedy,Drama,Romance","Castle Rock Entertainment,Envision Entertainment,ASIG Productions",5.7
259233,Ju-on: The Beginning of the End,Masayuki Ochiai,Horror,None,6.0
253310,Premature,Dan Beers,Comedy,None,5.4
225886,Sex Tape,Jake Kasdan,Comedy,"Escape Artists,Media Rights Capital,Sony Pictures Entertainment (SPE),LStar Capital",5.2
105789,Going Down in La-La Land,Casper Andreas,"Drama,Comedy","Embrem Entertainment,La-La Land Films",6.2
244267,I Origins,Mike Cahill,"Science Fiction,Drama","Verisimilitude,Bersin Pictures,WeWork Studios",7.5
79553,The Front Line,Jang Hoon,"Drama,Action,War",None,7.1
53482,One Man Up,Paolo Sorrentino,"Comedy,Drama",None,7.2
238636,The Purge: Anarchy,James DeMonaco,"Horror,Thriller","Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions,5150 Action",6.6
214075,Words and Pictures,Fred Schepisi,"Comedy,Drama,Romance","Lascaux Films,Latitude Productions",6.5
118340,Guardians of the Galaxy,James Gunn,"Action,Science Fiction,Adventure","Marvel Studios,Moving Picture Company (MPC),Bulletproof Cupid,Revolution Sun Studios",7.9
53870,10.5,John Lafia,"Adventure,Action,Drama","Jaffe/Braunstein Films,Dogwood Pictures,Argosy Productions Limited",5.9
208284,The Strange Color of Your Body's Tears,"Hélène Cattet,Bruno Forzani","Mystery,Thriller","Canal+,Belgacom,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,VOO,Le Tax Shelter du Gouvernement Fédéral de Belgique,Fonds Film in Vlaanderen,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg,Red Lion Sarl,Mollywood,Ciné+,Tobina Film",6.0
242095,The Signal,William Eubank,"Thriller,Science Fiction","Automatik Entertainment,Low Spark Films,Signal Film Group",5.8
262958,Jimmy's Hall,Ken Loach,"History,Drama","Why Not Productions,Element Pictures,Sixteen Films",6.5
185460,Willow Creek,Bobcat Goldthwait,"Adventure,Horror,Mystery,Thriller",Jerkschool Productions,5.0
138103,The Expendables 3,Patrick Hughes,"Action,Adventure,Thriller","Davis-Films,Nu Image Films,LionsGate,Millennium Films,Ex3 Productions,Fipex Holding",6.1
250551,Gunday,Ali Zafar,"Action,Crime,Drama",None,5.7
235984,Goliyon Ki Raasleela Ram-Leela,Sanjay Leela Bhansali,"Drama,Romance","SLB Films,Eros International",7.1
276935,Ek Villain,Mohit Suri,"Action,Thriller,Romance",Balaji Motion Pictures,6.3
37737,Kites,Anurag Basu,"Drama,Action,Romance",Bollywood Hollywood Production,6.0
184315,Hercules,Brett Ratner,"Action,Adventure","Paramount Pictures,Metro-Goldwyn-Mayer (MGM),Radical Studios,Flynn Picture Company",5.6
282268,Monty Python Live (Mostly),"Eric Idle,Aubrey Powell",Comedy,"Picturehouse Entertainment,Hipgnosis Ltd.",7.2
163710,Hide Your Smiling Faces,Daniel Patrick Carbone,Drama,Flies,6.3
150897,Paradise: Hope,Ulrich Seidl,Drama,"Tatfilm,Société Parisienne de Production,Ulrich Seidl Film Produktion GmbH",5.9
44527,Villa Amalia,Benoît Jacquot,"Drama,Foreign",Rectangle Productions,5.5
56329,The Detective,Oxide Pang Chun,"Drama,Action,Thriller,Mystery",None,5.9
157849,A Most Wanted Man,Anton Corbijn,Thriller,"Senator Film Produktion,Lionsgate,FilmNation Entertainment,Film4,Demarest Films,The Ink Factory,Potboiler Productions,Amusement Park Films",6.5
159667,Molly Maxwell,Sara St. Onge,Drama,Canadian Film Centre (CFC),6.4
231576,Wish I Was Here,Zach Braff,"Drama,Comedy","Double Feature Films,Wild Bunch,Worldview Entertainment",6.4
38691,Coney Island,Roscoe 'Fatty' Arbuckle,Comedy,Comique Film Company,6.3
46853,Playing with Love,Pier Giuseppe Murgia,Drama,"Cinema 23 Film,Monarex,Petra Cinematografica,Seven Star Film",5.4
156713,C.O.G.,Kyle Patrick Alvarez,"Comedy,Drama",None,5.4
70005,Cafe,Marc Erlbaum,Drama,None,5.2
113091,Lust for Love,Anton King,"Comedy,Romance",AGGK Films,5.1
215848,Family United,Daniel Sánchez Arévalo,Comedy,None,6.1
215962,The Stag,John Butler,Comedy,Treasure Entertainment,5.4
31896,Finding Bliss,Julie Davis,Comedy,"North by Northwest Entertainment,LightShow Entertainment,Cinamour Entertainment,Jeff Rice Films,Dave O Films",5.3
70476,Gracie's Choice,Peter Werner,"TV Movie,Drama",None,6.2
26566,Father and Guns,Émile Gaudreault,"Action,Comedy",None,6.1
35837,Boogie,Gustavo Cova,"Action,Animation",None,5.9
82120,Tables Turned on the Gardener,Louis Lumière,Comedy,Lumière,7.0
244536,Hellion,Kat Candler,"Thriller,Drama","IFC Films,Silver Sail Entertainment,Across Town Productions,Arts+Labor",5.5
242088,The Trip to Italy,Michael Winterbottom,"Comedy,Drama",Revolution Films,6.4
60316,Food,Jan Švankmajer,"Animation,Comedy",None,7.6
199977,For a Woman,Diane Kurys,Drama,"Alexandre Films,Canal+,EuropaCorp,Cine+",6.0
238603,Earth to Echo,Dave Green,"Family,Adventure,Science Fiction","Walt Disney Studios Motion Pictures,Panay Films",5.7
149893,Two Lives,Georg Maas,"Drama,Thriller","B&T Film,Helgeland Film,Zinnober Film- und Fernsehproduktion",6.3
57331,Largo Winch II,Jérôme Salle,"Action,Adventure,Thriller","Pan Européenne Production,Wild Bunch,TF1 Films Production",5.9
169760,Maidentrip,Jillian Schlesinger,"Adventure,Documentary",CoPilot Pictures,7.4
262904,Kidnapped for Christ,Kate Logan,"Documentary,Drama",None,6.7
161056,8-Ball,Aku Louhimies,"Drama,Crime,Thriller",Nordisk Film,6.1
243683,Step Up All In,Trish Sie,"Romance,Drama,Music","Summit Entertainment,Offspring Entertainment",6.7
63333,Gog,Herbert L. Strock,"Thriller,Science Fiction",Ivan Tors Productions,5.4
269100,Video Games: The Movie,Jeremy Snead,"History,Documentary,Animation",Mediajuice Studios,5.9
53425,A Day's Pleasure,Charlie Chaplin,Comedy,First National Pictures,5.6
244566,Life After Beth,Jeff Baena,"Romance,Comedy,Horror","Abbolita Productions,Starstream Entertainment,Destro Films,A24",5.0
209269,Felony,Matthew Saville,"Mystery,Thriller,Crime","Benaroya Pictures,Goalpost Pictures,Screen Australia,Blue-Tongue Films",5.4
157845,The Rover,David Michôd,"Crime,Drama","Porchlight Films,FilmNation Entertainment,Screen Australia,Screen NSW,Blue-Tongue Films,Lava Bear Films,South Australian Film Corporatio,A24",6.1
44155,The Italian,Olivier Baroux,Comedy,"Eskwad,M6 Films,Canal+,Pathé",5.5
239566,Get on Up,Tate Taylor,"Drama,Music","Universal Studios,Imagine Films Entertainment,Jagged Films",6.4
217316,1,Paul Crowder,Documentary,"Exclusive Media Group,Universum Film (UFA),Spitfire Pictures,Flat-Out Films",7.3
242454,The Suspect,Won Shin-Yeon,"Action,Thriller","Green Fish Pictures,Musa Productions",6.9
167948,Space Milkshake,Armen Evrensel,"Science Fiction,Comedy",Foundation Features,5.7
212849,The Dog,"Allison Berg,François Keraudren",Documentary,None,6.6
229297,Magic in the Moonlight,Woody Allen,"Comedy,Drama,Romance","Perdido Productions,Harbor Picture Company",6.5
61991,Impudent Girl,Claude Miller,"Drama,Comedy","Oliane Productions,films A2,Téléma,Monthyon Films",6.9
60287,The Thirty Nine Steps,Don Sharp,Mystery,None,7.3
139997,And While We Were Here,Kat Coiro,Drama,None,6.0
265169,Winter Sleep,Nuri Bilge Ceylan,Drama,"Memento Films Production,Bredok Filmproduction,Zeynofilm",7.6
252822,In Order of Disappearance,Hans Petter Moland,"Thriller,Action,Comedy,Crime","Zentropa Entertainments,Det Danske Filminstitut,Paradox Produksjon,Film i Väst",7.0
253306,Housebound,Gerard Johnstone,"Horror,Comedy,Thriller",Semi-Professional,6.5
94196,Zarafa,"Rémi Bezançon,Jean-Christophe Lie","Family,Animation","France 3 Cinéma,Prima Linéa Productions,Chaocorp,Pathé,Scope Pictures,Gkids,NYAV Post",6.5
18628,Very Happy Alexander,Yves Robert,Comedy,"Gaumont,CAPAC,Madeleine Films",5.5
228194,The Hundred-Foot Journey,Lasse Hallström,Drama,"Amblin Entertainment,Harpo Films,Participant Media,Imagenation Abu Dhabi FZ,Reliance Entertainment,Touchstone Pictures,DreamWorks Studios",7.3
242643,Batman: Assault on Arkham,"Ethan Spaulding,Jay Oliva","Thriller,Animation,Action,Crime","Warner Bros. Animation,Warner Premiere,DC Entertainment",7.3
192623,White Frog,Quentin Lee,Drama,None,5.5
133786,Where the Trail Ends,Jeremy Grant,"Documentary,Adventure,Drama",Freeride Entertainment,7.5
193722,R100,Hitoshi Matsumoto,"Comedy,Drama","Warner Bros.,Yoshimoto Kogyo Company",5.4
67822,Rituals,Peter Carter,"Adventure,Horror,Thriller","Canadian Film Development Corporation (CFDC),Astral Bellevue Pathé,Canart Films,Famous Players",6.6
244610,The Den,Zachary Donohue,"Horror,Thriller","Onset Films,Cliffbrook Films",6.2
261825,Zero Motivation,Talya Lavie,"Drama,Comedy",July August Productions,6.2
106337,Free Samples,Jay Gammill,Comedy,None,6.0
47517,Quicksand,John Mackenzie,"Action,Crime,Drama,Thriller","Overseas FilmGroup,Cinerenta Medienbeteiligungs KG",5.9
76757,Jupiter Ascending,"Lilly Wachowski,Lana Wachowski","Science Fiction,Fantasy,Action,Adventure","Village Roadshow Pictures,Dune Entertainment,Anarchos Productions,Warner Bros.",5.2
98566,Teenage Mutant Ninja Turtles,Jonathan Liebesman,"Science Fiction,Action,Adventure,Fantasy,Comedy","Paramount Pictures,Nickelodeon Movies,Platinum Dunes",5.8
273404,I'll Follow You Down,Richie Mehta,"Science Fiction,Drama,Mystery","Telefilm Canada,Ontario Media Development Corporation (OMDC),Harold Greenberg Fund,Resolute Films and Entertainment",6.0
243935,Rob the Mob,Raymond De Felitta,"Crime,Drama","The Exchange,RTM Film Inc",6.2
48347,The Old Lady and the Pigeons,Sylvain Chomet,"Animation,Comedy,Foreign",None,7.6
227156,The Giver,Phillip Noyce,"Drama,Science Fiction","The Weinstein Company,Walden Media,Tonik Productions,Asis Productions",6.4
174337,The Pretty One,Jenée LaMarque,"Comedy,Drama","Schorr Pictures,Provenance Pictures,RCR Pictures",6.1
286709,Revenge of the Green Dragons,"Andrew Lau,Andrew Loo","Drama,Action,Crime","Artfire Films,The 7th Floor,A24,Initial A Entertainment,IM Global Octane",5.2
193893,Let's Be Cops,Luke Greenfield,Comedy,"Twentieth Century Fox Film Corporation,WideAwake,Genre Films",6.4
198436,Antboy,Ask Hasselbalch,"Comedy,Adventure,Family",Nimbus Film Productions,5.3
314285,Antboy: Revenge of the Red Fury,Ask Hasselbalch,"Adventure,Comedy,Family,Fantasy",Nimbus Film Productions,6.7
269650,Appleseed Alpha,Shinji Aramaki,"Animation,Science Fiction,Action",Stage 6 Films,6.4
22937,Carry On... Up the Khyber,Gerald Thomas,"Adventure,Comedy",None,6.9
74767,The Wise Guys,Robert Enrico,"Adventure,Comedy,Drama","Les Productions Belles Rives,Alexandra Film,Société Nouvelle de Cinématographie (SNC)",7.1
69225,Switch,Frédéric Schoendoerffer,"Crime,Action,Thriller","France 2 Cinéma,Canal+,CinéCinéma,France Télévision,Pathé,Cofinova 7,Jouror Productions,Banque Populaire Images 11,Carcharodon,L&G,Tercera Prod",6.1
242022,The Inbetweeners 2,"Damon Beesley,Iain Morris",Comedy,Channel 4 Television Corporation,6.1
22555,Jesse Stone: Thin Ice,Robert Harmon,"TV Movie,Drama,Thriller,Crime,Mystery","Brandman Productions,Sony Pictures Television,TWS Productions II",6.7
43877,Osaka Elegy,Kenji Mizoguchi,Drama,Daiichi Eiga,6.3
211067,The Sacrament,Ti West,"Horror,Mystery,Thriller","Worldview Entertainment,Arcade Pictures",5.6
212769,Make Your Move,Duane Adler,Music,CJ Entertainment,6.2
189,Sin City: A Dame to Kill For,"Robert Rodriguez,Frank Miller","Crime,Thriller","Miramax Films,Troublemaker Studios,AR Films,Aldamisa Entertainment,Demarest Films,Solipsist Film,Residaco",6.3
213417,How to Be a Man,Chadd Harbold,Comedy,None,6.3
249164,If I Stay,R.J. Cutler,Drama,"New Line Cinema,Metro-Goldwyn-Mayer (MGM)",7.3
86997,The Message,Moustapha Akkad,"Adventure,Drama,History",Filmco International Productions,7.6
75785,The Other F Word,Andrea Blaugrund,"Music,Documentary,Drama,Comedy","Oscilloscope Laboratories,Elephant Eye Films,Mongrel Media,Rare Bird Films",6.4
265010,The Canal,Ivan Kavanagh,"Horror,Mystery,Thriller","The Orchard,Park Films,Treasure Entertainment",5.7
157823,Night Moves,Kelly Reichardt,"Thriller,Drama","Film Science,Maybach Film Productions,RT Features,Tipping Point Productions",5.8
211065,Proxy,Zack Parker,"Drama,Horror,Thriller","FSC Productions,Along The Tracks",5.9
209244,Are You Here,Matthew Weiner,Comedy,Gilbert Films,5.0
197696,Welcome to New York,Abel Ferrara,Drama,Wild Bunch,5.3
221902,"Two Days, One Night","Luc Dardenne,Jean-Pierre Dardenne",Drama,"BIM Distribuzione,Les Films Du Fleuve,Archipel 35,Vlaams Audiovisueel fonds,Canal+,Eyeworks,France Television,Radio Télévision Belge Francophone (RTBF),Belgacom,Ciné+,VOO,France 2 Cinéma,Media Programme of the European Community,Euro-Images",6.8
257668,Kummeli V,Aleksi Mäkelä,"Science Fiction,Comedy","Porkkana Ryhmä,Nummela Filmi Oy",5.9
60228,Losers' Club,Tolga Örnek,"Comedy,Drama",None,6.6
259761,Lights Out,David F. Sandberg,Horror,None,7.5
297167,2AM: The Smiling Man,Michael Evans,"Horror,Thriller",None,6.6
220289,Coherence,James Ward Byrkit,"Thriller,Science Fiction","Ugly Duckling Films,Bellanova Films",7.2
174326,A Birder's Guide to Everything,Rob Meyer,Comedy,"dreamFly Productions,Escape Pictures,Lavender Pictures,There We Go Films",6.5
261101,Cantinflas,Sebastian del Amo,Drama,"Bullet Films,Kenio Films",5.5
282813,The Pyramid,Grégory Levasseur,Horror,"Fox International Productions,Sahara Productions,Silvatar Media",4.6
124470,Exists,Eduardo Sánchez,Horror,"Haxan Films,Court Five,Miscellaneous Entertainment",4.8
209189,Life of Crime,Daniel Schechter,"Comedy,Crime","Gotham Group,Abbolita Productions,Starstream Entertainment",5.5
256274,"As Above, So Below",John Erick Dowdle,"Horror,Thriller","Universal Pictures,Legendary Pictures,Brothers Dowdle Productions",6.1
242090,The One I Love,Charlie McDowell,"Romance,Comedy,Drama",Radius-TWC,6.8
88573,Headshot,Pen-Ek Ratanaruang,"Drama,Thriller,Crime",Office of the Contemporary Art and Culture (OCAC),6.1
247182,El niño,Daniel Monzón,"Action,Drama,Thriller","Telecinco Cinema,Ikiru Films,Vaca Films",6.5
241848,The Guest,Adam Wingard,"Mystery,Thriller,Action","HanWay Films,Snoot Entertainment",6.5
126172,Leprechaun: Origins,Zach Lipovsky,Horror,WWE Studios,3.8
250777,To Be Takei,Jennifer M. Kroot,Documentary,"Rainbow Shooting Star Pictures,Dodgeville Films",6.9
94590,Angry Video Game Nerd: The Movie,"James D. Rolfe,Kevin Finn","Science Fiction,Adventure,Comedy",Cinemassacre,5.6
40218,The Beast Must Die,Paul Annett,"Horror,Mystery","British Lion Film Corporation,Amicus Productions",6.2
35568,2081,Chandler Tuttle,"Action,Science Fiction,Thriller",None,7.2
52686,The Little Norse Prince,Isao Takahata,"Animation,Fantasy,Adventure,Family",Toei Doga,6.4
47860,"Things I Like, Things I Don't Like",Jean-Pierre Jeunet,Comedy,zootrope,7.1
204922,Before I Go to Sleep,Rowan Joffe,"Mystery,Thriller","StudioCanal,Scott Free Productions,Millennium Films,Film i Väst,Filmgate Films,Clarius Entertainment",6.2
234200,Pride,Matthew Warchus,"Drama,Comedy",Calamity Films,7.7
216282,Into the Storm,Steven Quale,"Action,Thriller","New Line Cinema,Village Roadshow Pictures,Broken Road Productions,RatPac-Dune Entertainment",5.8
283384,The Calling,Jason Stone,Thriller,"Darius Films,Manis Film,Breaking Ball Films,Stage 6 Films",5.6
192145,Third Person,Paul Haggis,"Drama,Romance","Sony Pictures Classics,Hwy61,Corsan,Le Tax Shelter du Gouvernement Fédéral de Belgique,Apulia Film Commission,Italian Tax Credit,Volten,Lailaps Pictures,Filmfinance XII",5.8
254191,Honeymoon,Leigh Janiak,Horror,Fewlas Entertainment,5.4
244517,God's Pocket,John Slattery,Drama,"Cooper's Town Productions,Park Pictures,Shoestring Pictures",5.7
154400,The Drop,Michaël R. Roskam,"Drama,Crime","Fox Searchlight Pictures,Chernin Entertainment",6.7
80318,The Motel Life,"Alan Polsky,Gabe Polsky","Drama,Mystery,Thriller",Polsky Films,5.7
246400,"20,000 Days on Earth","Iain Forsyth,Jane Pollard","Documentary,Drama,Music","British Film Institute (BFI),Film4,Corniche Pictures",7.0
244772,The Skeleton Twins,Craig Johnson,Drama,"Duplass Brothers Productions,Venture Forth",6.7
287590,Saint Seiya: Legend of Sanctuary,Keiichi Sato,"Action,Animation,Fantasy",Toei Animation,5.0
169314,Where The Dead Go to Die,Jimmy ScreamerClauz,"Animation,Fantasy,Horror",None,6.4
3171,Bambi Meets Godzilla,Marv Newland,"Animation,Comedy",None,6.5
180252,Very Ordinary Couple,No Deok,"Comedy,Drama,Romance",Lotte Entertainment,5.4
27286,Beautiful Losers,"Joshua Leonard,Aaron Rose",Documentary,"Sidetrack Films,Blacklake Productions,Perception Media",6.8
32109,Carry On Spying,Gerald Thomas,Comedy,"Peter Rogers Productions,Warner-Pathé Distributors",6.4
33814,Cast a Dark Shadow,Lewis Gilbert,"Thriller,Mystery",Angel Productions,6.0
16091,Aftermath: Population Zero,,"Documentary,Science Fiction",Cream Productions,6.7
196325,American Dreams in China,Peter Chan,Drama,"Enlight Pictures,China Film Group Corporation (CFGC)",6.7
198663,The Maze Runner,Wes Ball,"Action,Mystery,Science Fiction,Thriller","Ingenious Media,Twentieth Century Fox Film Corporation,Gotham Group,Dayday Films,Temple Hill Entertainment,TSG Entertainment",7.0
136835,No Good Deed,Sam Miller,"Crime,Thriller",Will Packer Productions,5.6
244506,Camp X-Ray,Peter Sattler,Drama,"Gotham Group,Upload Films,GNK Productions,Rough House Pictures,Young Gang",6.7
16986,The Obama Deception,Alex Jones,Documentary,Alex Jones Productions,6.8
79016,Homevideo,Kilian Riedhof,Drama,teamWorx,6.8
248504,Sharknado 2: The Second One,Anthony C. Ferrante,"Thriller,Horror,Science Fiction","The Asylum,Syfy",4.5
270302,The Riot Club,Lone Scherfig,"Drama,Thriller","HanWay Films,British Film Institute (BFI),Blueprint Pictures",5.9
169917,A Walk Among the Tombstones,Scott Frank,"Crime,Drama,Mystery,Thriller","Double Feature Films,Jersey Films,1984 Private Defense Contractors,Cross Creek Pictures,Exclusive Media Group,Traveling Picture Show Company (TPSC),Free State Pictures,Da Vinci Media Ventures",6.2
282296,My Old Lady,Israel Horovitz,"Romance,Comedy,Drama","BBC Films,Cohen Media Group,Deux Chevaux Films",6.1
244264,Laggies,Lynn Shelton,"Comedy,Romance","Anonymous Content,A24,Merced Media Partners,PenLife Media",6.1
60859,The Confession,Costa-Gavras,Drama,"Paramount Pictures,Fono Roma,Les Films Corona,Produzione Intercontinentale Cinematografica (PIC),Selenia Cinematografica",7.3
215935,Bethlehem,Yuval Adler,"Drama,Thriller","Entre Chien et Loup,Pie Films,Gringo Films",5.5
245859,God Help the Girl,Stuart Murdoch,"Comedy,Drama,Music","HanWay Films,Barry Mendel Productions,British Film Company",6.8
276843,What We Did on Our Holiday,"Andy Hamilton,Guy Jenkin",Comedy,"BBC Films,Lionsgate",6.7
32891,The Severed Heads,"Alejandro Jodorowsky,Saul Gilbert,Ruth Michelly",Fantasy,None,6.3
265189,Force Majeure,Ruben Östlund,"Comedy,Drama","Motlys,Coproduction Office,Film i Väst",6.8
265189,Force Majeure,Ruben Östlund,"Comedy,Drama","Motlys,Coproduction Office,Film i Väst",6.8
265189,Force Majeure,Ruben Östlund,"Comedy,Drama","Motlys,Coproduction Office,Film i Väst",6.8
265189,Force Majeure,Ruben Östlund,"Comedy,Drama","Motlys,Coproduction Office,Film i Väst",6.8
127105,The Lonely Villa,D.W. Griffith,"Thriller,Drama,Action",Biograph Company,5.5
94069,Spasmo,Umberto Lenzi,"Thriller,Mystery",None,6.5
42553,The Musketeers of Pig Alley,D.W. Griffith,"Crime,Drama",None,6.1
111479,CBGB,Randall Miller,"Drama,Music","Rampart Films,Unclaimed Freight Productions",6.5
264656,The Homesman,Tommy Lee Jones,"Western,Drama","The Javelina Film Company,EuropaCorp,Ithaca Pictures",6.4
68004,Center Stage,Stanley Kwan,"Drama,Romance",Golden Way Films Ltd.,6.7
230779,Cesar Chavez,Diego Luna,Drama,None,6.1
54561,An Average Little Man,Mario Monicelli,"Thriller,Comedy,Drama,Crime",Auro Cinematografica,8.0
38654,When Eight Bells Toll,Etienne Périer,"Action,Thriller","Jerry Gershwin-Elliott Kastner,Winkast Film Productions",5.6
257451,Trailer Park Boys: Don't Legalize It,Mike Clattenburg,Comedy,None,6.6
251981,The World of Kanako,Tetsuya Nakashima,"Mystery,Drama,Crime,Horror",GAGA,6.5
254904,The November Man,Roger Donaldson,"Crime,Action,Thriller","Irish Dreamtime,Relativity Media,SPD Films",6.0
18374,My Girlfriend Is an Agent,Shin Tae-Ra,"Comedy,Action",DCG Plus,6.3
157825,White Bird in a Blizzard,Gregg Araki,"Thriller,Drama","Why Not Productions,Wild Bunch,Desperate Pictures,Orange Studios",6.1
17200,Helter Skelter,Tom Gries,"Crime,Drama,Thriller",None,6.6
282041,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",Mark Hartley,Documentary,"Fury Productions,XYZ Films,RatPac Documentary Films",7.5
284427,Who Am I,Baran bo Odar,Thriller,"Seven Pictures,Deutsche Columbia Pictures Film Produktion,Wiedemann & Berg Television",7.6
222461,Wer,William Brent Bell,"Horror,Mystery,Thriller","Room 101,Incentive Filmed Entertainment,FilmDistrict,Prototype,Sierra / Affinity",5.7
270668,When Animals Dream,Jonas Alexander Arnby,"Mystery,Drama,Horror",AlphaVille Pictures Copenhagen,6.1
170687,The Boxtrolls,"Anthony Stacchi,Graham Annable","Animation,Comedy,Family,Fantasy",Laika Entertainment,6.6
149871,The Tale of the Princess Kaguya,Isao Takahata,"Animation,Drama,Fantasy","Studio Ghibli,Hakuhodo DY Media Partners,KDDI Corporation,Mitsubishi Shoji,Gkids",8.0
37702,Forbidden City Cop,"Stephen Chow,Vincent Kok","Action,Adventure,Comedy",None,7.3
174324,Gore Vidal: The United States of Amnesia,Nicholas D. Wrathall,Documentary,"Audax Films,End Cue",8.2
239678,This Is Where I Leave You,Shawn Levy,"Drama,Comedy","Spring Creek Productions,21 Laps Entertainment,Warner Bros.",6.5
93115,The 50 Worst Movies Ever Made,Brandon Christopher,Documentary,None,5.6
53042,Alice,Marco Martins,"Drama,Romance",Clap Filmes,6.8
15916,Angel's Egg,Mamoru Oshii,"Animation,Drama,Fantasy,Horror,Mystery,Science Fiction","Tokuma Shoten,Studio DEEN",7.7
140481,"Park Avenue: Money, Power & The American Dream",Alex Gibney,Documentary,"Jigsaw Productions,Steps International",6.9
123742,Junkopia,"Chris Marker,Frank Simeone,John Chapman",,Argos Films,5.5
267480,The Look of Silence,Joshua Oppenheimer,"History,Documentary","Making Movies Oy,Spring Films,Final Cut for Real,Piraya Film A/S,Anonymous Films Ltd.",8.0
157424,Cabin Fever: Patient Zero,Kaare Andrews,Horror,"Indomina Productions,Film002,Hypotenuse Films",4.7
190859,American Sniper,Clint Eastwood,"War,Action","Village Roadshow Pictures,Malpaso Productions,Warner Bros.,RatPac-Dune Entertainment,Mad Chance Productions,22 & Indiana Pictures",7.4
263855,Fort Bliss,Claudia Myers,"War,Drama","National Picture Show Entertainment,Yeniceri Produksiyon A.S.",6.3
246403,Tusk,Kevin Smith,"Comedy,Horror","Phase 4 Films,Demarest Films,SModcast Pictures,A24",5.1
254375,Hector and the Search for Happiness,Peter Chelsom,"Adventure,Drama,Comedy","Wild Bunch,Erfttal Film,Film Afrika Worldwide,Head Gear Films,Metrol Technology,Egoli Tossell Film,Construction Film,Screen Siren Pictures",6.9
210911,Rigor Mortis,Juno Mak,"Horror,Action,Drama",Kudos Pictures,6.2
250666,The Overnighters,Jesse Moss,"Drama,Documentary",Mile End Films West,7.3
42581,Rock-a-Bye Baby,Frank Tashlin,"Comedy,Romance",Paramount Pictures,7.1
43259,Hollywood or Bust,Frank Tashlin,Comedy,Paramount Pictures,6.0
271397,The Tribe,Myroslav Slaboshpytskyi,"Drama,Crime","Hubert Bals Fund,Ukrainian State Film Agency",6.7
215928,Around the Block,Sarah Spillane,Drama,"Kick Ass Pictures,Tree",5.4
253312,Space Station 76,Jack Plotnick,"Drama,Comedy,Science Fiction","Rival Pictures,Om Films",4.7
149509,Horns,Alexandre Aja,"Thriller,Horror,Drama,Fantasy","Mandalay Pictures,Red Granite Pictures",6.2
250546,Annabelle,John R. Leonetti,Horror,"New Line Cinema,The Safran Company,Evergreen Media Group,RatPac-Dune Entertainment",5.5
26730,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Chuck Jones,"Animation,Comedy,Family",Warner Bros.,6.3
44445,At Land,Maya Deren,Thriller,None,7.9
104378,A Study in Choreography for Camera,Maya Deren,,None,6.1
151368,Open Windows,Nacho Vigalondo,"Thriller,Action,Crime","Wild Bunch,Sayaka Producciones Audiovisuales,Apaches Entertainment,La Panda,Atresmedia Cine,SpectreVision",5.1
244534,Happy Christmas,Joe Swanberg,"Comedy,Drama",Lucky Coffee Productions,5.2
286554,Two Night Stand,Max Nichols,"Romance,Comedy","Demarest Films,Flynn Picture Company",6.3
234284,Time of Eve: The Movie,Yasuhiro Yoshiura,"Animation,Romance,Science Fiction","Code,Directions,Studio Rikka",7.3
49017,Dracula Untold,Gary Shore,"Horror,Action,Drama,Fantasy,War","Universal Pictures,Legendary Pictures,Fuji Television Network,Dentsu,Michael De Luca Productions",6.2
1285,Torrente 3 The Protector,Santiago Segura,"Comedy,Crime",Amiguetes Entertainment S.L.,5.5
227300,Stretch,Joe Carnahan,"Action,Comedy,Thriller","Universal Pictures,Blumhouse Productions,IM Global,Chambara Pictures",6.1
63360,The Initiation,Larry Stewart,"Thriller,Horror,Mystery","Initiation Associates,Georgian Bay Productions,Bruce Lansbury Productions,Jock Gaynor Productions",6.3
262543,Automata,Gabe Ibáñez,"Thriller,Science Fiction","Green Moon Productions,Nu Boyana Viburno",5.6
241254,The Prince,Brian A Miller,"Thriller,Action","Grindstone Entertainment Group,Emmett/Furla Films,Oasis Films,Aperture Entertainment",4.6
152745,As I Lay Dying,James Franco,Drama,"RabbitBandini Productions,Lee Caplin / Picture Entertainment",5.8
227707,The Adventurer: The Curse of the Midas Box,Jonathan Newman,"Fantasy,Adventure,Family","Matador Pictures,Arcadia Motion Pictures,uFilm,Afrodita Audiovisua,Le Tax Shelter du Gouvernement Fédéral de Belgique,Telefónica Producciones,Umedia,Entertainment Motion Pictures,Cinema One,Nix Films,International Pictures Two,Cronos Entertainment AIE",5.1
28044,Charlie Chan at the Opera,H. Bruce Humberstone,"Crime,Drama,Mystery,Thriller",Twentieth Century Fox Film Corporation,6.6
33691,Stereo,David Cronenberg,Science Fiction,Emergent Films Ltd.,5.9
43922,Legendary,Mel Damski,Drama,"Samuel Goldwyn Films,WWE Studios",6.7
39958,The War Boys,Ron Daniels,Drama,None,5.9
73818,The Entitled,Aaron Woodley,Thriller,"South Creek Pictures,Dynan Productions,Foundation Features",5.9
244761,The Captive,Atom Egoyan,"Drama,Thriller,Crime","Ego Film Arts,The Film Farm,A24,eOne Entertainment",5.8
